,Agency,Agency Type,Distribution Channel,Product Name,Net Sales,Commision (in value),category_age,category_duration,Continent,Claim
38950,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79.2,47.52,2,3,2,0
17054,EPX,Travel Agency,Online,Cancellation Plan,40.0,0.0,2,1,1,0
32653,JZI,Airlines,Online,Value Plan,92.0,32.2,2,5,1,0
25433,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,1,1,0
20864,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,2,4,1,0
23292,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,1,5,1,0
26348,EPX,Travel Agency,Online,2 way Comprehensive Plan,0.0,0.0,2,6,3,0
14321,EPX,Travel Agency,Online,2 way Comprehensive Plan,24.0,0.0,1,1,1,0
33528,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,2,3,3,0
10703,EPX,Travel Agency,Online,2 way Comprehensive Plan,35.0,0.0,2,4,1,0
8195,EPX,Travel Agency,Online,2 way Comprehensive Plan,57.0,0.0,2,5,4,1
38770,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,1,4,3,0
679,C2B,Airlines,Online,Silver Plan,0.0,120.5,1,6,1,0
28653,EPX,Travel Agency,Online,Cancellation Plan,25.0,0.0,2,1,1,0
37197,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,1,6,1,0
27793,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
7615,JZI,Airlines,Online,Basic Plan,26.0,9.1,2,1,1,0
31007,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,25.0,16.25,3,0,1,0
17218,EPX,Travel Agency,Online,2 way Comprehensive Plan,-34.0,0.0,2,6,1,0
35798,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,0,1,0
17715,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,2,6,1,1
23718,JZI,Airlines,Online,Basic Plan,40.0,14.0,2,4,1,0
12911,EPX,Travel Agency,Online,2 way Comprehensive Plan,29.0,0.0,2,0,1,0
19747,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,4,4,1,0
23392,JZI,Airlines,Online,Value Plan,58.0,20.3,2,4,1,0
20993,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,5,1,0
3583,EPX,Travel Agency,Online,Cancellation Plan,77.0,0.0,1,6,3,0
17767,KML,Travel Agency,Online,Premier Plan,111.0,42.18,2,2,2,0
37698,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,1,0,1,0
22383,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,5,1,0
5529,EPX,Travel Agency,Online,2 way Comprehensive Plan,49.0,0.0,2,5,1,0
4156,EPX,Travel Agency,Online,2 way Comprehensive Plan,91.0,0.0,2,0,1,0
23955,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,4,1,0
7165,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,0.0,16.25,1,1,1,0
19642,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49.5,29.7,2,6,4,0
11103,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,2,1,0
20568,EPX,Travel Agency,Online,Cancellation Plan,31.0,0.0,1,4,1,0
28286,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,5,1,0
13826,EPX,Travel Agency,Online,Cancellation Plan,16.0,0.0,2,6,1,0
6183,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,0,1,0
13378,C2B,Airlines,Online,Annual Gold Plan,389.35,97.34,1,6,1,1
3753,C2B,Airlines,Online,Bronze Plan,27.0,6.75,2,4,1,0
3689,LWC,Travel Agency,Online,Annual Travel Protect Silver,287.25,186.71,2,6,3,0
33367,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79.2,47.52,2,4,4,0
5175,EPX,Travel Agency,Online,Cancellation Plan,43.0,0.0,2,3,1,0
27819,EPX,Travel Agency,Online,2 way Comprehensive Plan,43.0,0.0,2,3,1,0
33420,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,2,1,4,0
1133,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,2,6,1,0
27137,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,4,4,0
34753,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,4,6,1,0
29025,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,2,5,1,0
23764,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,3,2,1,0
4623,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,1,1,0
23699,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,2,3,0
4768,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,1,0
32229,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,5,1,0
36578,C2B,Airlines,Online,Bronze Plan,17.0,4.25,1,1,1,0
16636,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,1,6,1,0
36408,JZI,Airlines,Online,Basic Plan,44.0,15.4,2,3,1,0
38364,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,1,5,3,0
29795,C2B,Airlines,Online,Silver Plan,35.0,8.75,3,0,1,0
17227,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,2,1,0
6226,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,4,1,0
13523,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,5,1,0
1526,EPX,Travel Agency,Online,Cancellation Plan,61.0,0.0,2,4,1,0
30087,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,1,5,3,0
38814,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,1,1,0
2373,EPX,Travel Agency,Online,Cancellation Plan,44.0,0.0,2,6,1,0
35728,C2B,Airlines,Online,Silver Plan,54.5,13.63,3,4,1,1
5203,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
14581,EPX,Travel Agency,Online,2 way Comprehensive Plan,38.0,0.0,2,2,1,0
30528,EPX,Travel Agency,Online,2 way Comprehensive Plan,25.0,0.0,2,4,1,0
24746,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,6,1,0
35957,EPX,Travel Agency,Online,Cancellation Plan,17.0,0.0,2,4,1,0
17158,C2B,Airlines,Online,Bronze Plan,13.5,3.38,2,1,1,0
38004,EPX,Travel Agency,Online,2 way Comprehensive Plan,102.0,0.0,2,4,3,0
9641,EPX,Travel Agency,Online,2 way Comprehensive Plan,31.0,0.0,2,1,1,0
34202,EPX,Travel Agency,Online,2 way Comprehensive Plan,74.0,0.0,2,1,1,0
35342,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,5,1,0
17081,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,2,3,1,0
34697,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,2,5,1,0
36279,EPX,Travel Agency,Online,Cancellation Plan,16.0,0.0,2,6,1,0
14406,EPX,Travel Agency,Online,Cancellation Plan,29.0,0.0,2,2,1,0
37001,JZI,Airlines,Online,Value Plan,45.0,15.75,1,4,4,0
6185,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,6,1,0
37140,EPX,Travel Agency,Online,2 way Comprehensive Plan,51.0,0.0,2,3,1,0
35127,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49.5,29.7,2,6,1,0
35311,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,3,1,0
21049,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,1,1,0
9158,C2B,Airlines,Online,Bronze Plan,53.0,13.25,1,4,1,0
20578,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,4,2,0
22178,EPX,Travel Agency,Online,Cancellation Plan,42.0,0.0,2,2,1,0
23649,EPX,Travel Agency,Online,2 way Comprehensive Plan,54.0,0.0,2,3,1,0
2065,C2B,Airlines,Online,Bronze Plan,35.25,8.81,1,1,1,0
14726,C2B,Airlines,Online,Silver Plan,22.5,5.63,2,0,1,0
32479,EPX,Travel Agency,Online,Cancellation Plan,31.0,0.0,2,0,1,0
19714,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,2,1,0
882,RAB,Airlines,Online,Value Plan,15.0,6.0,1,4,1,0
37688,C2B,Airlines,Online,Silver Plan,70.85,17.71,1,5,1,0
7513,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,2,1,0
13834,SSI,Airlines,Online,Ticket Protector,0.77,0.22,2,3,1,0
37659,C2B,Airlines,Online,Bronze Plan,23.5,5.88,2,3,1,0
12352,EPX,Travel Agency,Online,2 way Comprehensive Plan,61.0,0.0,2,3,1,0
16303,C2B,Airlines,Online,Gold Plan,53.25,13.31,2,0,1,0
22339,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,3,0
26939,JZI,Airlines,Online,Value Plan,58.0,20.3,2,3,1,0
12434,EPX,Travel Agency,Online,Cancellation Plan,64.0,0.0,2,6,2,0
28041,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,2,5,1,0
8362,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,5.94,4,3,4,0
21332,C2B,Airlines,Online,Bronze Plan,40.0,10.0,2,2,1,0
33067,EPX,Travel Agency,Online,2 way Comprehensive Plan,58.0,0.0,2,4,4,0
23294,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,1,3,1,0
36003,EPX,Travel Agency,Online,Cancellation Plan,59.0,0.0,2,3,2,0
11435,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,1,6,1,0
19297,C2B,Airlines,Online,Silver Plan,100.5,25.13,1,4,1,0
7922,JZI,Airlines,Online,Basic Plan,26.0,9.1,2,5,1,0
4322,EPX,Travel Agency,Online,Cancellation Plan,0.0,0.0,2,2,1,0
7664,JZI,Airlines,Online,Basic Plan,26.0,9.1,2,0,1,0
20502,EPX,Travel Agency,Online,2 way Comprehensive Plan,43.0,0.0,3,1,1,0
37576,C2B,Airlines,Online,Bronze Plan,13.5,3.38,1,3,1,0
9489,EPX,Travel Agency,Online,2 way Comprehensive Plan,75.0,0.0,2,4,1,0
11963,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,2,6,3,0
26654,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,5,1,0
28764,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,5,1,0
29629,EPX,Travel Agency,Online,2 way Comprehensive Plan,22.0,0.0,2,6,1,0
21219,EPX,Travel Agency,Online,1 way Comprehensive Plan,85.0,0.0,2,6,1,0
35003,EPX,Travel Agency,Online,2 way Comprehensive Plan,53.0,0.0,1,1,1,0
20006,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,0,1,0
38616,C2B,Airlines,Online,Bronze Plan,59.0,14.75,2,1,1,0
9193,EPX,Travel Agency,Online,Cancellation Plan,11.0,0.0,2,4,1,0
35487,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,3,1,1,0
25459,SSI,Airlines,Online,Ticket Protector,0.96,0.27,2,6,1,0
36001,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,5,1,0
19797,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,1,1,0
13805,C2B,Airlines,Online,Silver Plan,47.5,11.88,1,1,1,0
26420,C2B,Airlines,Online,Bronze Plan,11.5,2.88,2,3,1,0
33885,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,2,1,1,0
1487,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,4,4,1,0
6251,EPX,Travel Agency,Online,Cancellation Plan,21.0,0.0,2,4,1,0
19993,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,4,1,1,0
16079,EPX,Travel Agency,Online,2 way Comprehensive Plan,33.0,0.0,2,0,1,0
16015,EPX,Travel Agency,Online,2 way Comprehensive Plan,32.0,0.0,2,4,1,0
5805,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,1,1,0
9240,JZI,Airlines,Online,Basic Plan,40.0,14.0,2,5,1,0
19562,EPX,Travel Agency,Online,Cancellation Plan,16.0,0.0,2,0,1,0
24356,JZI,Airlines,Online,Basic Plan,47.0,16.45,2,6,1,0
37039,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,3,4,0
38906,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,1,4,1,0
19964,C2B,Airlines,Online,Bronze Plan,72.0,18.0,2,5,1,0
13324,ART,Airlines,Online,24 Protect,22.61,7.91,2,2,1,0
1100,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,4,1,0
15349,C2B,Airlines,Online,Silver Plan,33.5,8.38,2,4,1,0
33348,EPX,Travel Agency,Online,2 way Comprehensive Plan,22.0,0.0,2,1,1,0
36679,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,6,3,0
2455,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,3,4,2,0
38915,C2B,Airlines,Online,Silver Plan,54.5,13.63,1,4,1,0
11036,C2B,Airlines,Online,Annual Silver Plan,161.0,40.25,1,6,1,0
14064,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,3,1,0
18700,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,1,1,1,0
2611,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,2,1,1,0
4761,C2B,Airlines,Online,Bronze Plan,33.5,8.38,1,4,1,0
13800,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,3,1,1,0
9983,EPX,Travel Agency,Online,2 way Comprehensive Plan,36.0,0.0,1,0,1,0
38626,EPX,Travel Agency,Online,2 way Comprehensive Plan,49.0,0.0,2,4,1,0
20494,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,0,1,0
1687,C2B,Airlines,Online,Bronze Plan,17.55,4.39,2,0,1,0
9235,EPX,Travel Agency,Online,2 way Comprehensive Plan,33.0,0.0,2,3,1,0
26230,LWC,Travel Agency,Online,Annual Travel Protect Platinum,323.4,210.21,2,6,3,1
30735,JZI,Airlines,Online,Value Plan,293.0,102.55,2,6,3,0
20138,EPX,Travel Agency,Online,2 way Comprehensive Plan,21.0,0.0,2,1,1,0
1061,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,2,1,0
33275,ART,Airlines,Online,24 Protect,7.19,2.52,2,0,1,0
17960,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,0,1,0
17703,C2B,Airlines,Online,Bronze Plan,23.4,5.85,2,0,1,0
6501,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,26.5,17.23,1,6,1,0
19519,C2B,Airlines,Online,Bronze Plan,23.5,5.88,1,3,1,0
26177,JZI,Airlines,Online,Value Plan,33.0,11.55,3,2,1,0
36860,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,17.82,2,2,2,0
22562,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,99.0,59.4,2,2,2,0
35226,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,0,1,0
25998,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,50.5,32.83,4,6,1,0
35052,EPX,Travel Agency,Online,2 way Comprehensive Plan,74.0,0.0,2,5,2,0
26853,C2B,Airlines,Online,Silver Plan,24.5,6.13,2,0,1,0
14980,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,1,2,4,0
9675,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,2,1,0
28237,JZI,Airlines,Online,Basic Plan,18.0,6.3,4,0,1,0
22007,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,1,0,1,0
2193,EPX,Travel Agency,Online,Cancellation Plan,33.0,0.0,2,4,1,0
15894,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79.2,47.52,3,1,1,0
15386,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,65.34,2,2,5,0
1857,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,3,2,1,0
18237,EPX,Travel Agency,Online,Cancellation Plan,38.0,0.0,2,5,1,0
28570,EPX,Travel Agency,Online,2 way Comprehensive Plan,61.0,0.0,2,6,1,0
1921,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,1,4,2,1
4974,JZI,Airlines,Online,Basic Plan,26.0,9.1,3,4,1,0
32601,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,0,1,0
37925,EPX,Travel Agency,Online,Cancellation Plan,19.0,0.0,3,4,1,0
3356,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9.9,5.94,2,1,4,0
4460,EPX,Travel Agency,Online,Cancellation Plan,63.0,0.0,2,6,2,0
30748,EPX,Travel Agency,Online,2 way Comprehensive Plan,22.0,0.0,2,1,1,0
28589,EPX,Travel Agency,Online,2 way Comprehensive Plan,44.0,0.0,2,4,1,0
31492,EPX,Travel Agency,Online,1 way Comprehensive Plan,21.0,0.0,2,6,1,0
35185,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,0,1,0
30972,KML,Travel Agency,Online,Premier Plan,38.0,14.44,2,0,1,0
24413,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,5,1,0
32048,EPX,Travel Agency,Online,2 way Comprehensive Plan,22.0,0.0,2,2,4,0
24837,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,4,1,0
15593,JZI,Airlines,Online,Basic Plan,35.0,12.25,4,4,1,0
9543,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,2,2,2,0
34248,JZI,Airlines,Online,Basic Plan,30.0,10.5,1,5,1,0
28350,EPX,Travel Agency,Online,Cancellation Plan,28.0,0.0,2,3,1,0
20839,C2B,Airlines,Online,Bronze Plan,30.55,7.64,1,1,1,0
13413,EPX,Travel Agency,Online,Cancellation Plan,20.0,0.0,2,1,1,0
4466,EPX,Travel Agency,Online,Cancellation Plan,25.0,0.0,2,6,1,0
15137,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,0,2,0
837,EPX,Travel Agency,Online,2 way Comprehensive Plan,28.0,0.0,2,1,1,0
9602,C2B,Airlines,Online,Silver Plan,35.4,8.85,1,6,1,0
36456,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,3,0,1,0
36821,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,6,1,0
9899,EPX,Travel Agency,Online,2 way Comprehensive Plan,40.0,0.0,2,6,1,0
20592,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,5.94,2,2,1,0
12099,EPX,Travel Agency,Online,2 way Comprehensive Plan,76.0,0.0,2,2,4,0
26842,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,-29.7,17.82,2,6,2,0
31666,C2B,Airlines,Online,Bronze Plan,61.5,15.38,1,5,1,0
36286,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9.9,5.94,2,0,1,0
35877,C2B,Airlines,Online,Silver Plan,144.0,36.0,1,4,1,0
28504,C2B,Airlines,Online,Silver Plan,62.0,15.5,4,2,1,0
26266,EPX,Travel Agency,Online,2 way Comprehensive Plan,35.0,0.0,2,1,1,0
16744,EPX,Travel Agency,Online,2 way Comprehensive Plan,35.0,0.0,2,4,1,0
9094,JZI,Airlines,Online,Basic Plan,26.0,9.1,2,3,1,0
37437,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,0,1,0
39,EPX,Travel Agency,Online,Cancellation Plan,29.0,0.0,2,1,1,0
25849,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,1,6,2,0
31431,ART,Airlines,Online,24 Protect,5.73,2.01,2,0,1,0
1484,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,1,6,1,0
6153,C2B,Airlines,Online,Bronze Plan,23.0,5.75,2,2,1,0
4704,JZI,Airlines,Online,Basic Plan,30.0,10.5,3,1,1,0
27903,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,2,4,0,0
23168,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,2,4,1,0
26343,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,4,1,1,0
14969,EPX,Travel Agency,Online,Cancellation Plan,32.0,0.0,2,4,1,0
30784,C2B,Airlines,Online,Annual Silver Plan,259.2,64.8,2,6,1,0
29790,RAB,Airlines,Online,Value Plan,15.0,6.0,2,1,1,0
36023,EPX,Travel Agency,Online,Cancellation Plan,43.0,0.0,2,4,1,0
1600,EPX,Travel Agency,Online,2 way Comprehensive Plan,31.0,0.0,2,2,1,0
14945,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,2,1,0
30248,C2B,Airlines,Online,Bronze Plan,69.5,17.38,1,2,1,0
2133,EPX,Travel Agency,Online,2 way Comprehensive Plan,33.0,0.0,2,4,1,0
35302,EPX,Travel Agency,Online,2 way Comprehensive Plan,69.0,0.0,2,2,2,0
37572,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,2,5,3,0
14743,EPX,Travel Agency,Online,Cancellation Plan,19.0,0.0,2,1,1,0
19081,JZI,Airlines,Online,Basic Plan,18.0,6.3,3,0,1,0
17523,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,2,1,1,0
8910,EPX,Travel Agency,Online,Cancellation Plan,37.0,0.0,2,5,1,0
17006,SSI,Airlines,Online,Ticket Protector,1.61,0.45,2,4,1,0
36889,EPX,Travel Agency,Online,2 way Comprehensive Plan,35.0,0.0,2,0,1,0
24717,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,1,4,1,0
31577,EPX,Travel Agency,Online,1 way Comprehensive Plan,29.0,0.0,2,1,1,0
20087,C2B,Airlines,Online,Annual Gold Plan,333.0,83.25,2,6,1,0
26312,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,2,4,1,0
25516,EPX,Travel Agency,Online,2 way Comprehensive Plan,54.0,0.0,2,0,1,0
38607,C2B,Airlines,Online,Bronze Plan,23.4,5.85,3,1,1,0
16144,JZI,Airlines,Online,Basic Plan,18.0,6.3,1,2,1,0
21255,EPX,Travel Agency,Online,2 way Comprehensive Plan,38.0,0.0,2,5,1,0
37738,EPX,Travel Agency,Online,2 way Comprehensive Plan,84.0,0.0,2,6,2,0
15258,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,17.82,2,1,1,0
2031,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,2,1,1,0
4922,C2B,Airlines,Online,Bronze Plan,16.0,4.0,2,0,1,0
419,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,1,0
13689,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,1,4,2,0
2969,EPX,Travel Agency,Online,2 way Comprehensive Plan,45.0,0.0,2,4,3,0
23868,SSI,Airlines,Online,Ticket Protector,9.13,2.56,2,4,1,0
10090,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,2,4,1,0
1163,EPX,Travel Agency,Online,Cancellation Plan,40.0,0.0,2,6,1,0
17814,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,-19.8,11.88,2,1,1,0
11691,JZI,Airlines,Online,Basic Plan,0.0,7.7,4,0,1,0
36478,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,0,1,0
4367,EPX,Travel Agency,Online,Cancellation Plan,17.0,0.0,2,5,3,0
34035,RAB,Airlines,Online,Value Plan,15.0,6.0,1,2,1,0
11428,C2B,Airlines,Online,Bronze Plan,18.0,4.5,2,0,1,0
27317,C2B,Airlines,Online,Bronze Plan,17.55,4.39,3,5,1,0
15096,SSI,Airlines,Online,Ticket Protector,9.12,2.56,2,0,1,0
12429,EPX,Travel Agency,Online,1 way Comprehensive Plan,22.0,0.0,2,4,1,0
13198,LWC,Travel Agency,Online,Annual Travel Protect Silver,229.8,149.37,2,6,3,0
37353,EPX,Travel Agency,Online,2 way Comprehensive Plan,33.0,0.0,2,0,1,0
21096,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,1,1,0
5300,EPX,Travel Agency,Online,2 way Comprehensive Plan,38.0,0.0,2,5,1,0
25354,C2B,Airlines,Online,Bronze Plan,29.5,7.38,1,2,1,0
11245,C2B,Airlines,Online,Bronze Plan,60.0,15.0,1,6,1,0
29609,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,118.8,71.28,2,4,2,1
10195,EPX,Travel Agency,Online,Cancellation Plan,16.0,0.0,2,1,1,0
34849,SSI,Airlines,Online,Ticket Protector,7.84,2.2,2,6,1,0
33882,EPX,Travel Agency,Online,1 way Comprehensive Plan,34.0,0.0,2,0,1,0
29352,C2B,Airlines,Online,Bronze Plan,13.5,3.38,3,0,1,0
33797,EPX,Travel Agency,Online,2 way Comprehensive Plan,41.0,0.0,2,4,1,0
18813,EPX,Travel Agency,Online,Cancellation Plan,75.0,0.0,2,4,1,0
36121,EPX,Travel Agency,Online,Cancellation Plan,19.0,0.0,2,4,1,0
34205,EPX,Travel Agency,Online,2 way Comprehensive Plan,31.0,0.0,2,4,1,0
30120,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,0,1,0
29999,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,1,3,4,0
29160,EPX,Travel Agency,Online,Cancellation Plan,0.0,0.0,2,5,1,0
20781,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,3,4,2,0
11808,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,0,1,0
19767,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
6854,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,0,1,0
25208,C2B,Airlines,Online,Bronze Plan,23.5,5.88,2,1,1,0
13028,JZI,Airlines,Online,Basic Plan,30.0,10.5,1,1,1,0
29944,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9.9,5.94,3,0,2,0
26016,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,2,4,1,0
21451,EPX,Travel Agency,Online,2 way Comprehensive Plan,25.0,0.0,2,2,1,0
28891,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,2,1,0
29410,EPX,Travel Agency,Online,Cancellation Plan,44.0,0.0,2,1,1,0
10443,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,1,1,0
26717,EPX,Travel Agency,Online,Cancellation Plan,32.0,0.0,2,4,1,0
13830,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
35005,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,2,5,1,0
33604,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,1,1,1,0
1308,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,2,1,0
27484,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,4,3,0
29586,JZI,Airlines,Online,Basic Plan,42.0,14.7,2,2,1,0
22763,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,6,1,0
34594,C2B,Airlines,Online,Bronze Plan,40.5,10.13,1,4,1,0
10761,C2B,Airlines,Online,Bronze Plan,33.5,8.38,2,2,1,0
18261,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,2,1,0
17747,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,1,1,0
