,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
29125,C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,93.6,23.4,62,No
29126,JZI,Airlines,Online,Basic Plan,15,INDONESIA,22.0,7.7,72,No
29127,JZI,Airlines,Online,Basic Plan,22,MALAYSIA,18.0,6.3,35,No
29128,EPX,Travel Agency,Online,2 way Comprehensive Plan,55,AUSTRALIA,44.0,0.0,36,No
29129,EPX,Travel Agency,Online,Cancellation Plan,16,BULGARIA,78.0,0.0,36,No
29130,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,CHINA,64.0,0.0,41,No
29131,EPX,Travel Agency,Online,Cancellation Plan,40,INDONESIA,32.0,0.0,42,No
29132,LWC,Travel Agency,Online,Annual Travel Protect Platinum,364,UNITED STATES,323.4,210.21,37,No
29133,C2B,Airlines,Online,Bronze Plan,30,SINGAPORE,17.55,4.39,36,No
29134,EPX,Travel Agency,Online,2 way Comprehensive Plan,153,FIJI,46.0,0.0,36,No
29135,EPX,Travel Agency,Online,Cancellation Plan,5,THAILAND,13.0,0.0,26,No
29136,EPX,Travel Agency,Online,Cancellation Plan,10,ITALY,68.0,0.0,36,No
29137,EPX,Travel Agency,Online,Cancellation Plan,16,MALAYSIA,68.0,0.0,36,No
29138,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,AUSTRALIA,19.8,11.88,31,No
29139,C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,69.55,17.39,53,No
29140,C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,0.0,4.0,30,No
29141,EPX,Travel Agency,Online,2 way Comprehensive Plan,268,GEORGIA,0.0,0.0,36,No
29142,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,MYANMAR,20.0,0.0,41,No
29143,C2B,Airlines,Online,Silver Plan,3,SINGAPORE,18.5,4.63,25,No
29144,EPX,Travel Agency,Online,1 way Comprehensive Plan,4,CHINA,30.0,0.0,36,No
29145,EPX,Travel Agency,Online,Cancellation Plan,56,UNITED STATES,60.0,0.0,31,No
29146,EPX,Travel Agency,Online,Cancellation Plan,52,UNITED STATES,11.0,0.0,27,No
29147,EPX,Travel Agency,Online,Cancellation Plan,28,THAILAND,34.0,0.0,37,No
29148,JZI,Airlines,Online,Basic Plan,8,INDONESIA,18.0,6.3,42,No
29149,EPX,Travel Agency,Online,2 way Comprehensive Plan,47,THAILAND,65.0,0.0,36,No
29150,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,122,AUSTRALIA,69.3,41.58,45,No
29151,RAB,Airlines,Online,Value Plan,7,BRUNEI DARUSSALAM,15.0,6.0,30,No
29152,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,16,GERMANY,59.4,35.64,29,No
29153,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,54,JAPAN,108.9,65.34,43,No
29154,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,MALAYSIA,21.0,0.0,36,No
29155,C2B,Airlines,Online,Gold Plan,2,SINGAPORE,21.5,5.38,26,No
29156,EPX,Travel Agency,Online,2 way Comprehensive Plan,51,GERMANY,63.0,0.0,35,No
29157,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,AUSTRALIA,39.6,23.76,44,No
29158,SSI,Airlines,Online,Ticket Protector,56,SINGAPORE,3.99,1.12,48,No
29159,EPX,Travel Agency,Online,2 way Comprehensive Plan,43,"KOREA, REPUBLIC OF",40.0,0.0,36,No
29160,EPX,Travel Agency,Online,Cancellation Plan,86,CHINA,0.0,0.0,35,No
29161,EPX,Travel Agency,Online,Cancellation Plan,79,UNITED STATES,80.0,0.0,20,No
29162,EPX,Travel Agency,Online,Cancellation Plan,4,THAILAND,23.0,0.0,36,No
29163,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,20.0,5.0,36,No
29164,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,216.75,54.19,25,No
29165,EPX,Travel Agency,Online,Cancellation Plan,35,VIET NAM,14.0,0.0,36,No
29166,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,MALAYSIA,0.0,5.94,29,No
29167,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,56,FRANCE,49.5,29.7,31,No
29168,C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,50.0,12.5,29,No
29169,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,AUSTRALIA,69.3,41.58,26,Yes
29170,SSI,Airlines,Online,Ticket Protector,160,SINGAPORE,2.76,0.77,48,No
29171,EPX,Travel Agency,Online,2 way Comprehensive Plan,62,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,28,No
29172,C2B,Airlines,Online,Silver Plan,86,SINGAPORE,109.0,27.25,47,No
29173,EPX,Travel Agency,Online,Cancellation Plan,5,CHINA,20.0,0.0,36,No
29174,SSI,Airlines,Online,Ticket Protector,82,SINGAPORE,0.74,0.21,48,No
29175,EPX,Travel Agency,Online,Cancellation Plan,55,MALAYSIA,10.0,0.0,29,No
29176,C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,33.5,8.38,75,No
29177,EPX,Travel Agency,Online,Cancellation Plan,2,UNITED STATES,69.0,0.0,30,No
29179,C2B,Airlines,Online,Bronze Plan,50,SINGAPORE,60.0,15.0,27,No
29180,EPX,Travel Agency,Online,Cancellation Plan,46,GERMANY,51.0,0.0,36,No
29181,EPX,Travel Agency,Online,Cancellation Plan,83,PHILIPPINES,17.0,0.0,36,No
29182,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,34,AUSTRIA,49.5,29.7,31,No
29183,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,22,MALAYSIA,19.8,11.88,37,No
29184,EPX,Travel Agency,Online,2 way Comprehensive Plan,32,THAILAND,28.0,0.0,36,No
29185,EPX,Travel Agency,Online,2 way Comprehensive Plan,56,MYANMAR,24.0,0.0,36,Yes
29186,JZI,Airlines,Online,Basic Plan,32,CHINA,26.0,9.1,59,No
29187,EPX,Travel Agency,Online,2 way Comprehensive Plan,151,PHILIPPINES,28.0,0.0,36,No
29188,EPX,Travel Agency,Online,2 way Comprehensive Plan,59,INDONESIA,20.0,0.0,28,No
29189,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,241,UNITED KINGDOM,19.8,11.88,45,No
29190,JZI,Airlines,Online,Basic Plan,19,MALAYSIA,22.0,7.7,52,No
29191,C2B,Airlines,Online,Silver Plan,131,SINGAPORE,22.5,5.63,25,No
29192,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,AUSTRALIA,78.0,0.0,36,No
29193,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,77,AUSTRALIA,69.3,41.58,30,No
29194,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,11,JAPAN,36.5,23.73,34,No
29195,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,24,INDIA,39.75,25.84,25,No
29196,JZI,Airlines,Online,Basic Plan,45,INDONESIA,18.0,6.3,36,No
29197,EPX,Travel Agency,Online,2 way Comprehensive Plan,58,SINGAPORE,83.0,0.0,36,No
29198,EPX,Travel Agency,Online,Cancellation Plan,84,HONG KONG,16.0,0.0,56,No
29199,EPX,Travel Agency,Online,Cancellation Plan,10,VIET NAM,19.0,0.0,36,No
29200,EPX,Travel Agency,Online,Cancellation Plan,10,SINGAPORE,67.0,0.0,36,No
29201,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,73,AUSTRALIA,89.1,53.46,45,No
29202,EPX,Travel Agency,Online,2 way Comprehensive Plan,34,JAPAN,45.0,0.0,35,No
29203,C2B,Airlines,Online,Bronze Plan,39,SINGAPORE,16.0,4.0,26,No
29204,EPX,Travel Agency,Online,Cancellation Plan,23,INDONESIA,10.0,0.0,36,No
29205,SSI,Airlines,Online,Ticket Protector,55,SINGAPORE,3.86,1.08,48,No
29206,EPX,Travel Agency,Online,Cancellation Plan,69,PHILIPPINES,12.0,0.0,30,No
29207,RAB,Airlines,Online,Value Plan,20,BRUNEI DARUSSALAM,23.0,9.2,69,No
29208,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,118,AUSTRALIA,0.0,47.52,31,No
29209,EPX,Travel Agency,Online,Cancellation Plan,3,UNITED STATES,80.0,0.0,29,No
29210,EPX,Travel Agency,Online,2 way Comprehensive Plan,85,INDONESIA,20.0,0.0,32,No
29211,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,THAILAND,23.0,0.0,71,No
29212,EPX,Travel Agency,Online,2 way Comprehensive Plan,63,THAILAND,38.0,0.0,36,No
29213,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,NEW ZEALAND,-118.8,71.28,31,No
29214,EPX,Travel Agency,Online,Cancellation Plan,49,SINGAPORE,80.0,0.0,19,No
29215,C2B,Airlines,Online,Annual Silver Plan,387,SINGAPORE,216.0,54.0,43,No
29216,EPX,Travel Agency,Online,Cancellation Plan,9,THAILAND,10.0,0.0,37,No
29217,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,22,AUSTRALIA,49.5,29.7,52,No
29218,EPX,Travel Agency,Online,2 way Comprehensive Plan,77,CHINA,28.0,0.0,36,No
29219,C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,20.0,5.0,66,No
29220,EPX,Travel Agency,Online,2 way Comprehensive Plan,51,SINGAPORE,33.0,0.0,36,No
29221,EPX,Travel Agency,Online,Cancellation Plan,27,MYANMAR,10.0,0.0,36,No
29222,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,AUSTRALIA,29.7,17.82,61,No
29223,EPX,Travel Agency,Online,Cancellation Plan,18,VIET NAM,42.0,0.0,44,No
29224,EPX,Travel Agency,Online,Cancellation Plan,12,MYANMAR,13.0,0.0,36,No
29225,EPX,Travel Agency,Online,1 way Comprehensive Plan,76,UNITED STATES,57.0,0.0,27,No
29226,EPX,Travel Agency,Online,1 way Comprehensive Plan,19,SINGAPORE,52.0,0.0,36,No
29227,EPX,Travel Agency,Online,2 way Comprehensive Plan,94,MALAYSIA,20.0,0.0,36,No
29228,EPX,Travel Agency,Online,2 way Comprehensive Plan,33,CHINA,-35.0,0.0,36,No
29229,JZI,Airlines,Online,Basic Plan,16,CHINA,35.0,12.25,61,No
29230,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,AUSTRALIA,98.0,0.0,36,No
29231,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,27.0,6.75,59,No
29232,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,NETHERLANDS,74.0,0.0,36,No
29233,EPX,Travel Agency,Online,Cancellation Plan,7,HONG KONG,20.0,0.0,36,No
29234,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,THAILAND,47.0,0.0,36,No
29235,EPX,Travel Agency,Online,Cancellation Plan,23,CHINA,12.0,0.0,41,No
29236,C2B,Airlines,Online,Annual Silver Plan,369,SINGAPORE,216.0,54.0,39,No
29237,EPX,Travel Agency,Online,Cancellation Plan,22,CAMBODIA,12.0,0.0,36,No
29238,EPX,Travel Agency,Online,Cancellation Plan,26,MACAO,14.0,0.0,55,No
29239,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,THAILAND,26.0,0.0,36,No
29240,EPX,Travel Agency,Online,2 way Comprehensive Plan,68,"KOREA, REPUBLIC OF",36.0,0.0,36,No
29241,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,FRANCE,89.1,53.46,44,No
29242,SSI,Airlines,Online,Ticket Protector,32,SINGAPORE,7.09,1.99,48,No
29243,JZI,Airlines,Online,Basic Plan,43,THAILAND,22.0,7.7,64,No
29244,C2B,Airlines,Online,Silver Plan,22,SINGAPORE,81.5,20.38,27,No
29245,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,46,MALAYSIA,29.7,17.82,53,No
29246,EPX,Travel Agency,Online,Cancellation Plan,34,CAMBODIA,14.0,0.0,36,No
29247,JZI,Airlines,Online,Basic Plan,24,CHINA,40.0,14.0,67,No
29248,EPX,Travel Agency,Online,Cancellation Plan,1,INDIA,11.0,0.0,36,No
29249,JZI,Airlines,Online,Basic Plan,59,THAILAND,30.0,10.5,53,No
29251,EPX,Travel Agency,Online,2 way Comprehensive Plan,210,SINGAPORE,112.0,0.0,36,No
29252,EPX,Travel Agency,Online,Cancellation Plan,12,UNITED KINGDOM,13.0,0.0,36,No
29253,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,22,FINLAND,19.8,11.88,47,No
29254,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,"TAIWAN, PROVINCE OF CHINA",97.0,0.0,36,No
29255,C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,33.5,8.38,29,No
29256,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,MALAYSIA,28.0,0.0,52,No
29257,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,MALAYSIA,29.7,17.82,59,No
29258,EPX,Travel Agency,Online,2 way Comprehensive Plan,55,HONG KONG,22.0,0.0,36,No
29259,EPX,Travel Agency,Online,2 way Comprehensive Plan,113,CANADA,112.0,0.0,37,No
29260,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,VIET NAM,25.0,0.0,36,No
29261,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,INDONESIA,22.0,0.0,36,No
29262,EPX,Travel Agency,Online,Cancellation Plan,16,JAPAN,0.0,0.0,26,No
29263,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,"KOREA, REPUBLIC OF",19.8,11.88,49,No
29264,EPX,Travel Agency,Online,Cancellation Plan,29,CHINA,22.0,0.0,36,No
29265,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,MALAYSIA,39.6,23.76,42,No
29266,C2B,Airlines,Online,Annual Silver Plan,400,SINGAPORE,201.0,50.25,43,No
29267,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,HONG KONG,24.0,0.0,36,No
29268,JZI,Airlines,Online,Basic Plan,14,VIET NAM,33.0,11.55,47,No
29269,JZI,Airlines,Online,Basic Plan,10,THAILAND,22.0,7.7,56,No
29270,JZI,Airlines,Online,Value Plan,3,SRI LANKA,36.0,12.6,64,No
29271,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,56,AUSTRALIA,39.6,23.76,49,No
29272,EPX,Travel Agency,Online,Cancellation Plan,13,SINGAPORE,22.0,0.0,36,No
29273,EPX,Travel Agency,Online,Cancellation Plan,11,SINGAPORE,21.0,0.0,36,No
29274,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29,CANADA,69.3,41.58,41,No
29275,TTW,Travel Agency,Offline,Individual Comprehensive Plan,364,SINGAPORE,97.0,0.0,49,No
29276,JZI,Airlines,Online,Value Plan,4,INDONESIA,33.0,11.55,53,No
29277,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,NETHERLANDS,20.0,0.0,36,No
29278,JZI,Airlines,Online,Value Plan,13,THAILAND,33.0,11.55,61,No
29279,EPX,Travel Agency,Online,Cancellation Plan,6,THAILAND,19.0,0.0,43,No
29280,C2B,Airlines,Online,Bronze Plan,52,SINGAPORE,62.0,15.5,32,No
29281,C2B,Airlines,Online,Annual Silver Plan,403,SINGAPORE,161.0,40.25,47,No
29282,EPX,Travel Agency,Online,Cancellation Plan,13,MALAYSIA,11.0,0.0,25,No
29283,KML,Travel Agency,Online,Value Plan,10,INDONESIA,22.0,8.36,48,No
29284,EPX,Travel Agency,Online,Cancellation Plan,6,HONG KONG,17.0,0.0,36,No
29285,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,23.0,5.75,45,No
29286,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,CAMBODIA,25.0,0.0,36,No
29287,EPX,Travel Agency,Online,2 way Comprehensive Plan,74,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,36,No
29288,JZI,Airlines,Online,Value Plan,29,UNITED STATES,96.0,33.6,47,No
29289,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,27,AUSTRIA,79.2,47.52,35,No
29290,EPX,Travel Agency,Online,1 way Comprehensive Plan,6,SINGAPORE,32.0,0.0,36,No
29291,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,INDONESIA,21.0,0.0,35,No
29292,JZI,Airlines,Online,Basic Plan,45,SRI LANKA,22.0,7.7,56,No
29293,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,193.2,48.3,51,No
29294,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,40.0,10.0,20,No
29295,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,THAILAND,26.0,0.0,28,No
29296,EPX,Travel Agency,Online,2 way Comprehensive Plan,37,CANADA,112.0,0.0,49,No
29297,C2B,Airlines,Online,Bronze Plan,28,SINGAPORE,34.0,8.5,30,No
29298,JZI,Airlines,Online,Basic Plan,17,CAMBODIA,18.0,6.3,27,No
29299,EPX,Travel Agency,Online,Cancellation Plan,92,MALAYSIA,10.0,0.0,52,No
29300,EPX,Travel Agency,Online,1 way Comprehensive Plan,41,"KOREA, REPUBLIC OF",20.0,0.0,27,No
29301,EPX,Travel Agency,Online,Cancellation Plan,19,INDONESIA,10.0,0.0,41,No
29302,JZI,Airlines,Online,Basic Plan,29,CHINA,35.0,12.25,32,No
29303,C2B,Airlines,Online,Bronze Plan,55,SINGAPORE,44.85,11.21,52,No
29304,EPX,Travel Agency,Online,Cancellation Plan,3,BANGLADESH,14.0,0.0,36,No
29305,EPX,Travel Agency,Online,Cancellation Plan,15,"KOREA, REPUBLIC OF",29.0,0.0,52,No
29306,EPX,Travel Agency,Online,Cancellation Plan,1,BANGLADESH,10.0,0.0,28,No
29307,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,UNITED STATES,69.3,41.58,46,No
29308,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,42.0,10.5,36,No
29309,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,UNITED STATES,20.0,0.0,29,No
29310,EPX,Travel Agency,Online,Cancellation Plan,2,SINGAPORE,17.0,0.0,53,No
29311,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,JAPAN,43.0,0.0,26,No
29312,EPX,Travel Agency,Online,Cancellation Plan,22,THAILAND,52.0,0.0,51,No
29313,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,161.0,40.25,42,No
29314,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,JAPAN,39.6,23.76,43,No
29315,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,20.0,5.0,25,No
29316,EPX,Travel Agency,Online,Cancellation Plan,12,THAILAND,11.0,0.0,36,No
29317,EPX,Travel Agency,Online,1 way Comprehensive Plan,6,CAMBODIA,20.0,0.0,58,No
29318,JZI,Airlines,Online,Basic Plan,12,HONG KONG,26.0,9.1,26,No
29319,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,AUSTRALIA,69.3,41.58,46,No
29320,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,57.0,14.25,38,No
29321,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,AUSTRALIA,89.1,53.46,34,No
29322,EPX,Travel Agency,Online,Cancellation Plan,13,CHINA,20.0,0.0,36,No
29323,SSI,Airlines,Online,Ticket Protector,197,SINGAPORE,1.32,0.37,48,No
29324,EPX,Travel Agency,Online,Cancellation Plan,174,SWEDEN,22.0,0.0,36,No
29325,EPX,Travel Agency,Online,Cancellation Plan,54,UNITED STATES,74.0,0.0,34,No
29326,EPX,Travel Agency,Online,2 way Comprehensive Plan,153,NEW ZEALAND,96.0,0.0,36,No
29327,EPX,Travel Agency,Online,Cancellation Plan,117,PHILIPPINES,-80.0,0.0,36,No
29328,EPX,Travel Agency,Online,Cancellation Plan,18,SRI LANKA,24.0,0.0,36,No
29329,C2B,Airlines,Online,Silver Plan,56,SINGAPORE,63.5,15.88,31,No
29330,EPX,Travel Agency,Online,Cancellation Plan,10,CHINA,23.0,0.0,36,No
29331,EPX,Travel Agency,Online,Cancellation Plan,22,INDONESIA,10.0,0.0,21,No
29332,EPX,Travel Agency,Online,1 way Comprehensive Plan,50,UNITED KINGDOM,37.0,0.0,36,No
29333,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,JAPAN,48.0,0.0,36,No
29334,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,AUSTRALIA,94.0,0.0,34,No
29335,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,GERMANY,69.3,41.58,39,No
29336,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,UNITED KINGDOM,39.6,23.76,52,No
29337,C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,54.0,13.5,53,No
29338,EPX,Travel Agency,Online,Cancellation Plan,8,SINGAPORE,25.0,0.0,34,No
29339,C2B,Airlines,Online,Silver Plan,6,SINGAPORE,67.0,16.75,32,No
29340,EPX,Travel Agency,Online,1 way Comprehensive Plan,25,VIET NAM,20.0,0.0,35,No
29341,C2B,Airlines,Online,Bronze Plan,54,SINGAPORE,25.5,6.38,36,Yes
29342,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,71,AUSTRALIA,89.1,53.46,41,No
29343,EPX,Travel Agency,Online,Cancellation Plan,8,MALAYSIA,10.0,0.0,24,No
29344,EPX,Travel Agency,Online,Cancellation Plan,28,MALAYSIA,10.0,0.0,23,No
29345,EPX,Travel Agency,Online,Cancellation Plan,15,SINGAPORE,33.0,0.0,36,No
29346,KML,Travel Agency,Online,Value Plan,47,INDONESIA,28.0,10.64,48,No
29347,JZI,Airlines,Online,Basic Plan,103,"KOREA, REPUBLIC OF",35.0,12.25,22,No
29348,EPX,Travel Agency,Online,1 way Comprehensive Plan,8,PHILIPPINES,24.0,0.0,36,No
29349,EPX,Travel Agency,Online,Cancellation Plan,12,CHINA,24.0,0.0,36,No
29350,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,SPAIN,112.0,0.0,36,No
29351,EPX,Travel Agency,Online,2 way Comprehensive Plan,58,THAILAND,21.0,0.0,36,No
29352,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,13.5,3.38,52,No
29353,EPX,Travel Agency,Online,Cancellation Plan,6,SINGAPORE,30.0,0.0,36,No
29354,JZI,Airlines,Online,Basic Plan,25,CHINA,35.0,12.25,60,No
29355,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,18.0,4.5,45,No
29356,C2B,Airlines,Online,Silver Plan,57,SINGAPORE,88.5,22.13,34,Yes
29357,EPX,Travel Agency,Online,Cancellation Plan,17,SINGAPORE,-27.0,0.0,36,No
29358,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,259.2,64.8,25,Yes
29359,EPX,Travel Agency,Online,Cancellation Plan,92,THAILAND,16.0,0.0,36,No
29360,C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,40.2,10.05,36,No
29361,EPX,Travel Agency,Online,Cancellation Plan,6,INDIA,10.0,0.0,34,No
29362,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,INDONESIA,20.0,0.0,35,No
29364,EPX,Travel Agency,Online,Cancellation Plan,5,THAILAND,18.0,0.0,53,No
29365,EPX,Travel Agency,Online,Cancellation Plan,29,AUSTRALIA,23.0,0.0,36,No
29366,EPX,Travel Agency,Online,Cancellation Plan,47,PHILIPPINES,10.0,0.0,37,No
29367,EPX,Travel Agency,Online,Cancellation Plan,10,SRI LANKA,21.0,0.0,36,No
29368,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,15,INDONESIA,47.25,30.71,56,No
29369,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,217,NEW ZEALAND,19.8,11.88,34,No
29370,C2B,Airlines,Online,Silver Plan,17,SINGAPORE,72.0,18.0,46,No
29371,EPX,Travel Agency,Online,Cancellation Plan,17,ISRAEL,60.0,0.0,36,Yes
29372,EPX,Travel Agency,Online,Cancellation Plan,84,CHINA,14.0,0.0,35,No
29373,TST,Travel Agency,Offline,Travel Cruise Protect,21,THAILAND,30.0,10.5,32,No
29374,EPX,Travel Agency,Online,Cancellation Plan,14,SINGAPORE,35.0,0.0,36,No
29375,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,THAILAND,49.5,29.7,57,No
29376,EPX,Travel Agency,Online,Cancellation Plan,35,SINGAPORE,10.0,0.0,36,No
29377,EPX,Travel Agency,Online,Cancellation Plan,8,THAILAND,13.0,0.0,36,No
29378,JZI,Airlines,Online,Basic Plan,40,MYANMAR,33.0,11.55,28,No
29379,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,CHINA,56.0,0.0,61,No
29380,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,AUSTRALIA,39.6,23.76,27,No
29381,EPX,Travel Agency,Online,Cancellation Plan,28,HONG KONG,12.0,0.0,23,No
29382,C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,26.5,6.63,26,No
29383,JZI,Airlines,Online,Value Plan,17,UNITED STATES,73.0,25.55,34,No
29384,EPX,Travel Agency,Online,Cancellation Plan,24,"KOREA, REPUBLIC OF",12.0,0.0,21,No
29385,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,145,NEW ZEALAND,39.6,23.76,32,No
29386,EPX,Travel Agency,Online,2 way Comprehensive Plan,84,SRI LANKA,28.0,0.0,36,No
29387,EPX,Travel Agency,Online,2 way Comprehensive Plan,130,THAILAND,20.0,0.0,36,No
29388,JZI,Airlines,Online,Basic Plan,16,HONG KONG,26.0,9.1,35,No
29389,JZI,Airlines,Online,Basic Plan,27,MALAYSIA,22.0,7.7,58,No
29390,C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,216.0,54.0,88,No
29391,C2B,Airlines,Online,Silver Plan,21,SINGAPORE,39.0,9.75,33,No
29392,EPX,Travel Agency,Online,2 way Comprehensive Plan,90,JAPAN,46.0,0.0,36,Yes
29393,C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,20.0,5.0,43,No
29394,JZI,Airlines,Online,Basic Plan,9,THAILAND,18.0,6.3,48,No
29395,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,62,AUSTRALIA,99.0,59.4,54,No
29396,EPX,Travel Agency,Online,Cancellation Plan,26,HONG KONG,19.0,0.0,36,No
29397,JZI,Airlines,Online,Basic Plan,29,THAILAND,30.0,10.5,75,No
29398,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,AUSTRALIA,59.4,35.64,31,No
29399,EPX,Travel Agency,Online,Cancellation Plan,6,CHINA,60.0,0.0,36,No
29400,EPX,Travel Agency,Online,1 way Comprehensive Plan,103,UNITED STATES,20.0,0.0,62,No
29401,C2B,Airlines,Online,Silver Plan,16,SINGAPORE,62.0,15.5,23,No
29402,EPX,Travel Agency,Online,Cancellation Plan,55,SINGAPORE,30.0,0.0,36,No
29403,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,MALAYSIA,23.0,0.0,47,No
29404,CBH,Travel Agency,Offline,Comprehensive Plan,41,MALAYSIA,0.0,24.09,26,No
29405,JZI,Airlines,Online,Basic Plan,65,HONG KONG,63.0,22.05,57,No
29406,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,INDIA,81.0,0.0,36,No
29407,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,11.5,2.88,43,No
29408,EPX,Travel Agency,Online,2 way Comprehensive Plan,87,NEPAL,37.0,0.0,36,No
29409,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,"KOREA, REPUBLIC OF",20.0,0.0,36,No
29410,EPX,Travel Agency,Online,Cancellation Plan,13,INDONESIA,44.0,0.0,36,No
29411,C2B,Airlines,Online,Gold Plan,16,SINGAPORE,138.0,34.5,35,No
29412,EPX,Travel Agency,Online,Cancellation Plan,3,SINGAPORE,10.0,0.0,42,No
