,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
27973,KML,Travel Agency,Online,Value Plan,32,INDONESIA,48.0,18.24,48,No
11027,EPX,Travel Agency,Online,Cancellation Plan,47,SWITZERLAND,80.0,0.0,36,No
23188,EPX,Travel Agency,Online,2 way Comprehensive Plan,40,THAILAND,40.0,0.0,31,No
18846,EPX,Travel Agency,Online,1 way Comprehensive Plan,4,INDONESIA,25.0,0.0,50,No
14802,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,41,AUSTRALIA,79.2,47.52,31,No
3497,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,MALAYSIA,21.0,0.0,38,No
205,JZI,Airlines,Online,Value Plan,14,THAILAND,39.0,13.65,39,No
20290,EPX,Travel Agency,Online,Cancellation Plan,19,PHILIPPINES,10.0,0.0,36,No
29256,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,MALAYSIA,28.0,0.0,52,No
13372,JZI,Airlines,Online,Basic Plan,21,HONG KONG,26.0,9.1,23,No
17882,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,MALAYSIA,20.0,0.0,30,No
34937,EPX,Travel Agency,Online,1 way Comprehensive Plan,14,CANADA,63.0,0.0,52,No
7184,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,THAILAND,30.0,0.0,37,No
39007,C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,35.5,8.88,34,No
3264,EPX,Travel Agency,Online,Cancellation Plan,2,CHINA,41.0,0.0,36,No
23590,C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,241.5,60.38,70,No
19098,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,VIETNAM,20.0,0.0,36,No
14221,EPX,Travel Agency,Online,2 way Comprehensive Plan,88,JAPAN,79.0,0.0,19,No
36985,EPX,Travel Agency,Online,1 way Comprehensive Plan,111,CANADA,96.0,0.0,22,No
9854,LWC,Travel Agency,Online,Annual Travel Protect Platinum,365,UNITED STATES,404.25,262.76,58,No
9590,EPX,Travel Agency,Online,Cancellation Plan,69,UNITED KINGDOM,80.0,0.0,57,No
1120,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,MALAYSIA,39.6,23.76,28,No
34565,EPX,Travel Agency,Online,Cancellation Plan,5,MYANMAR,48.0,0.0,35,No
14213,C2B,Airlines,Online,Silver Plan,38,SINGAPORE,49.5,12.38,62,No
13919,EPX,Travel Agency,Online,Cancellation Plan,146,GERMANY,10.0,0.0,36,No
167,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,74,AUSTRALIA,138.6,83.16,50,No
3909,EPX,Travel Agency,Online,2 way Comprehensive Plan,149,RUSSIA,73.0,0.0,36,No
11522,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,HONG KONG,21.0,0.0,31,No
25650,EPX,Travel Agency,Online,Cancellation Plan,31,MYANMAR,10.0,0.0,36,No
23942,EPX,Travel Agency,Online,Cancellation Plan,4,CHINA,15.0,0.0,36,No
36038,ART,Airlines,Online,24 Protect,11,THAILAND,8.26,2.89,48,No
8334,C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,30.55,7.64,28,No
16936,EPX,Travel Agency,Online,2 way Comprehensive Plan,56,CHINA,42.0,0.0,36,No
33316,EPX,Travel Agency,Online,Cancellation Plan,7,UNITED KINGDOM,12.0,0.0,36,No
6913,EPX,Travel Agency,Online,Cancellation Plan,10,SINGAPORE,19.0,0.0,36,No
35669,EPX,Travel Agency,Online,Cancellation Plan,95,TAIWAN,17.0,0.0,36,No
18435,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,THAILAND,29.7,17.82,54,No
10513,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,48,ICELAND,79.2,47.52,62,No
35927,C2B,Airlines,Online,Gold Plan,116,SINGAPORE,67.0,16.75,12,No
24375,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,86,AUSTRALIA,0.0,17.82,36,No
35906,JZI,Airlines,Online,Basic Plan,37,THAILAND,22.0,7.7,58,No
20831,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,124,AUSTRALIA,69.3,41.58,46,No
35859,EPX,Travel Agency,Online,1 way Comprehensive Plan,55,SINGAPORE,20.0,0.0,29,No
4119,EPX,Travel Agency,Online,Cancellation Plan,68,UNITED STATES,63.0,0.0,32,No
26158,EPX,Travel Agency,Online,Cancellation Plan,29,NEPAL,30.0,0.0,36,No
3491,EPX,Travel Agency,Online,2 way Comprehensive Plan,2,THAILAND,23.0,0.0,31,No
35971,EPX,Travel Agency,Online,Cancellation Plan,62,SOUTH KOREA,39.0,0.0,36,No
14161,EPX,Travel Agency,Online,Cancellation Plan,70,THAILAND,20.0,0.0,36,No
37770,EPX,Travel Agency,Online,Cancellation Plan,37,JAPAN,51.0,0.0,36,No
30657,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,HONG KONG,27.0,0.0,39,No
18868,EPX,Travel Agency,Online,Cancellation Plan,43,UNITED STATES,80.0,0.0,45,No
31606,JZI,Airlines,Online,Value Plan,23,JAPAN,36.0,12.6,39,No
11288,JZI,Airlines,Online,Basic Plan,123,PHILIPPINES,37.0,12.95,44,No
9486,EPX,Travel Agency,Online,Cancellation Plan,2,MALAYSIA,10.0,0.0,58,No
35783,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,TAIWAN,28.0,0.0,36,No
24390,EPX,Travel Agency,Online,Cancellation Plan,26,THAILAND,34.0,0.0,24,No
29061,C2B,Airlines,Online,Bronze Plan,51,SINGAPORE,77.0,19.25,38,No
34329,EPX,Travel Agency,Online,Cancellation Plan,23,LAOS,10.0,0.0,36,No
5713,EPX,Travel Agency,Online,2 way Comprehensive Plan,80,NETHERLANDS,112.0,0.0,63,No
18555,EPX,Travel Agency,Online,2 way Comprehensive Plan,49,CHINA,81.0,0.0,35,No
1509,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,HONG KONG,26.0,0.0,36,No
36212,EPX,Travel Agency,Online,Cancellation Plan,53,AUSTRALIA,46.0,0.0,36,No
12083,C2B,Airlines,Online,Silver Plan,83,SINGAPORE,76.3,19.07,39,No
26097,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,AUSTRALIA,70.0,0.0,36,No
4224,JZI,Airlines,Online,Basic Plan,36,HONG KONG,26.0,9.1,43,No
9180,EPX,Travel Agency,Online,Cancellation Plan,20,VIETNAM,17.0,0.0,56,No
1783,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,CHINA,54.0,0.0,36,No
8512,JZI,Airlines,Online,Basic Plan,1,MALAYSIA,18.0,6.3,57,No
21058,EPX,Travel Agency,Online,Cancellation Plan,24,VIETNAM,10.0,0.0,36,No
35046,EPX,Travel Agency,Online,1 way Comprehensive Plan,41,INDIA,33.0,0.0,35,No
17166,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,CHINA,39.0,0.0,36,No
10658,C2B,Airlines,Online,Annual Gold Plan,367,SINGAPORE,399.6,99.9,58,No
15384,JZI,Airlines,Online,Basic Plan,80,CHINA,44.0,15.4,47,No
15260,EPX,Travel Agency,Online,2 way Comprehensive Plan,48,CHINA,97.0,0.0,35,No
7030,JZI,Airlines,Online,Basic Plan,27,CHINA,40.0,14.0,49,No
8022,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,THAILAND,0.0,23.76,41,No
13349,EPX,Travel Agency,Online,1 way Comprehensive Plan,35,UNITED STATES,41.0,0.0,36,Yes
3833,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,HONG KONG,35.0,0.0,36,No
32894,EPX,Travel Agency,Online,Cancellation Plan,4,THAILAND,33.0,0.0,47,No
28749,C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,11.5,2.88,23,No
29745,JZI,Airlines,Online,Basic Plan,15,HONG KONG,26.0,9.1,39,No
39021,EPX,Travel Agency,Online,2 way Comprehensive Plan,123,THAILAND,20.0,0.0,36,No
7680,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,INDIA,26.0,0.0,24,No
11242,EPX,Travel Agency,Online,2 way Comprehensive Plan,36,JAPAN,59.0,0.0,36,No
2683,EPX,Travel Agency,Online,Cancellation Plan,56,BANGLADESH,80.0,0.0,36,No
9095,C2B,Airlines,Online,Annual Gold Plan,488,SINGAPORE,333.0,83.25,29,No
27898,RAB,Airlines,Online,Value Plan,11,BRUNEI DARUSSALAM,23.0,9.2,45,No
27812,EPX,Travel Agency,Online,2 way Comprehensive Plan,79,CHINA,31.0,0.0,36,No
11362,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,216.0,54.0,51,Yes
29378,JZI,Airlines,Online,Basic Plan,40,MYANMAR,33.0,11.55,28,No
32503,KML,Travel Agency,Online,Premier Plan,73,NORWAY,72.0,27.36,48,No
331,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,THAILAND,75.0,0.0,36,No
23798,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,JAPAN,53.0,0.0,45,No
38779,C2B,Airlines,Online,Bronze Plan,43,SINGAPORE,35.25,8.81,27,No
25232,C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,47.0,11.75,27,No
5115,EPX,Travel Agency,Online,Cancellation Plan,43,MALAYSIA,10.0,0.0,36,No
24687,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,SOUTH KOREA,52.0,0.0,36,No
2498,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,AUSTRALIA,49.5,29.7,60,No
24798,JZI,Airlines,Online,Basic Plan,215,SOUTH KOREA,35.0,12.25,29,No
21316,JZI,Airlines,Online,Basic Plan,31,THAILAND,22.0,7.7,41,No
32400,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,20.0,5.0,58,No
5740,EPX,Travel Agency,Online,Cancellation Plan,25,INDONESIA,17.0,0.0,42,No
5676,EPX,Travel Agency,Online,Cancellation Plan,55,CANADA,10.0,0.0,35,No
8361,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,SINGAPORE,20.0,0.0,30,No
27037,EPX,Travel Agency,Online,Cancellation Plan,82,CANADA,0.0,0.0,69,No
24378,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,JAPAN,64.0,0.0,36,No
35419,EPX,Travel Agency,Online,Cancellation Plan,78,SRI LANKA,27.0,0.0,36,No
36125,EPX,Travel Agency,Online,Cancellation Plan,41,UNITED STATES,80.0,0.0,52,No
20665,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,SINGAPORE,20.0,0.0,38,No
25633,EPX,Travel Agency,Online,Cancellation Plan,27,SINGAPORE,14.0,0.0,36,No
24497,EPX,Travel Agency,Online,Cancellation Plan,43,SINGAPORE,35.0,0.0,36,No
2140,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,CHINA,50.0,0.0,36,No
3927,C2B,Airlines,Online,Silver Plan,39,SINGAPORE,22.5,5.63,36,No
718,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,PHILIPPINES,20.0,0.0,36,No
20094,RAB,Airlines,Online,Value Plan,21,BRUNEI DARUSSALAM,15.0,6.0,62,No
8906,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,80,AUSTRALIA,49.5,29.7,29,No
16847,JZI,Airlines,Online,Basic Plan,17,INDIA,22.0,7.7,22,No
37831,EPX,Travel Agency,Online,Cancellation Plan,12,SINGAPORE,22.0,0.0,36,No
9748,EPX,Travel Agency,Online,2 way Comprehensive Plan,60,JAPAN,107.0,0.0,29,No
14625,RAB,Airlines,Online,Value Plan,23,BRUNEI DARUSSALAM,23.0,9.2,35,No
12515,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,PHILIPPINES,28.0,0.0,36,No
1589,EPX,Travel Agency,Online,Cancellation Plan,28,THAILAND,26.0,0.0,26,No
35532,JZI,Airlines,Online,Basic Plan,39,THAILAND,22.0,7.7,35,No
5807,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,2,UNITED KINGDOM,19.8,11.88,31,No
34580,JZI,Airlines,Online,Basic Plan,39,MALAYSIA,30.0,10.5,21,No
5566,EPX,Travel Agency,Online,Cancellation Plan,22,CAMBODIA,10.0,0.0,24,No
2649,EPX,Travel Agency,Online,Cancellation Plan,41,VIETNAM,12.0,0.0,36,No
7560,EPX,Travel Agency,Online,Cancellation Plan,2,BANGLADESH,10.0,0.0,36,No
30635,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,AUSTRALIA,79.2,47.52,66,No
38425,EPX,Travel Agency,Online,Cancellation Plan,79,AUSTRALIA,16.0,0.0,30,No
12529,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,CHINA,58.0,0.0,36,No
30998,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,33,AUSTRIA,85.0,55.25,36,No
3664,SSI,Airlines,Online,Ticket Protector,9,SINGAPORE,1.8,0.5,48,No
23424,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,THAILAND,31.0,0.0,36,No
17993,EPX,Travel Agency,Online,Cancellation Plan,13,HONG KONG,10.0,0.0,32,No
29665,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,48,TAIWAN,29.0,18.85,25,No
20838,ART,Airlines,Online,24 Protect,33,PHILIPPINES,3.98,1.39,48,No
157,JZI,Airlines,Online,Basic Plan,28,MALAYSIA,30.0,10.5,33,No
11766,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,THAILAND,22.0,0.0,36,No
16107,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,TAIWAN,30.0,0.0,38,No
10483,JZI,Airlines,Online,Value Plan,28,CANADA,55.0,19.25,23,No
23735,EPX,Travel Agency,Online,1 way Comprehensive Plan,5,JAPAN,42.0,0.0,36,No
23568,EPX,Travel Agency,Online,2 way Comprehensive Plan,59,NEPAL,34.0,0.0,36,No
10048,EPX,Travel Agency,Online,Cancellation Plan,5,MALAYSIA,13.0,0.0,57,No
1733,JZI,Airlines,Online,Basic Plan,96,TAIWAN,35.0,12.25,30,No
3358,EPX,Travel Agency,Online,Cancellation Plan,37,AUSTRIA,80.0,0.0,36,No
5012,C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,20.0,5.0,30,No
26198,EPX,Travel Agency,Online,Cancellation Plan,15,UNITED ARAB EMIRATES,80.0,0.0,24,No
34390,EPX,Travel Agency,Online,Cancellation Plan,145,SOUTH KOREA,34.0,0.0,36,No
9142,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,34,AUSTRALIA,128.7,77.22,28,No
6496,EPX,Travel Agency,Online,Cancellation Plan,5,BRUNEI DARUSSALAM,28.0,0.0,36,No
21971,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,THAILAND,48.0,0.0,61,No
1636,JZI,Airlines,Online,Value Plan,9,SOUTH KOREA,45.0,15.75,44,No
2055,EPX,Travel Agency,Online,Cancellation Plan,36,SOUTH KOREA,20.0,0.0,36,No
7242,EPX,Travel Agency,Online,Cancellation Plan,26,HONG KONG,28.0,0.0,36,No
11334,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,ITALY,0.0,11.88,40,No
9173,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,UNITED STATES,97.0,0.0,43,No
11466,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,CHINA,38.0,0.0,36,No
27278,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,THAILAND,39.6,23.76,41,No
11603,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,JAPAN,112.0,0.0,36,No
30916,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,165,SWITZERLAND,-79.2,47.52,31,No
29716,EPX,Travel Agency,Online,2 way Comprehensive Plan,25,JAPAN,78.0,0.0,30,No
21711,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,6,MALAYSIA,25.0,16.25,38,No
915,EPX,Travel Agency,Online,Cancellation Plan,1,MALAYSIA,21.0,0.0,36,No
7202,EPX,Travel Agency,Online,Cancellation Plan,85,LAOS,37.0,0.0,36,No
7111,RAB,Airlines,Online,Value Plan,3,BRUNEI DARUSSALAM,15.0,6.0,48,No
36633,EPX,Travel Agency,Online,Cancellation Plan,153,CHINA,40.0,0.0,36,No
27926,C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,29.5,7.38,36,No
5087,EPX,Travel Agency,Online,Cancellation Plan,24,UNITED STATES,19.0,0.0,23,No
19549,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,INDIA,36.0,0.0,36,No
9686,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59,AUSTRALIA,138.6,83.16,54,No
27838,EPX,Travel Agency,Online,Cancellation Plan,10,SINGAPORE,39.0,0.0,36,No
30250,EPX,Travel Agency,Online,2 way Comprehensive Plan,60,CAMBODIA,20.0,0.0,36,No
32273,JZI,Airlines,Online,Value Plan,10,TAIWAN,45.0,15.75,63,No
31968,JZI,Airlines,Online,Basic Plan,30,INDONESIA,18.0,6.3,27,No
1705,SSI,Airlines,Online,Ticket Protector,95,SINGAPORE,11.7,3.28,48,No
27294,JZI,Airlines,Online,Basic Plan,30,MYANMAR,33.0,11.55,36,No
36259,C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,15.0,3.75,39,No
37180,EPX,Travel Agency,Online,2 way Comprehensive Plan,109,JAPAN,102.0,0.0,36,No
28698,CBH,Travel Agency,Offline,Comprehensive Plan,24,THAILAND,29.0,9.57,63,No
21651,EPX,Travel Agency,Online,Cancellation Plan,16,CHINA,80.0,0.0,34,No
26857,C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,60.0,15.0,23,No
26207,EPX,Travel Agency,Online,Cancellation Plan,14,THAILAND,45.0,0.0,27,No
3786,EPX,Travel Agency,Online,Cancellation Plan,299,NEW ZEALAND,10.0,0.0,35,No
15399,EPX,Travel Agency,Online,2 way Comprehensive Plan,143,CHINA,44.0,0.0,36,No
6883,C2B,Airlines,Online,Silver Plan,4,SINGAPORE,29.0,7.25,38,No
12635,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,195,SINGAPORE,0.0,11.88,31,No
28410,EPX,Travel Agency,Online,Cancellation Plan,87,UNITED STATES,64.0,0.0,24,No
5781,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,161.0,40.25,64,No
11573,LWC,Travel Agency,Online,Annual Travel Protect Gold,381,UNITED STATES,256.2,166.53,38,No
2226,EPX,Travel Agency,Online,2 way Comprehensive Plan,21,SINGAPORE,34.0,0.0,36,No
949,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,58,UNITED STATES,79.2,47.52,49,No
20486,EPX,Travel Agency,Online,Cancellation Plan,49,UNITED KINGDOM,79.0,0.0,36,No
37452,C2B,Airlines,Online,Bronze Plan,372,SINGAPORE,27.0,6.75,28,No
8948,JZI,Airlines,Online,Value Plan,18,SOUTH KOREA,36.0,12.6,24,No
6946,EPX,Travel Agency,Online,2 way Comprehensive Plan,41,UNITED STATES,78.0,0.0,37,No
30599,EPX,Travel Agency,Online,2 way Comprehensive Plan,34,THAILAND,20.0,0.0,48,No
31698,EPX,Travel Agency,Online,Cancellation Plan,89,CHINA,24.0,0.0,36,No
39215,ADM,Travel Agency,Online,Premier Plan,182,FRANCE,130.0,49.4,22,No
5746,C2B,Airlines,Online,Bronze Plan,389,SINGAPORE,13.5,3.38,60,No
17469,JZI,Airlines,Online,Basic Plan,11,THAILAND,30.0,10.5,66,No
13674,EPX,Travel Agency,Online,Cancellation Plan,20,INDIA,17.0,0.0,36,No
953,EPX,Travel Agency,Online,Cancellation Plan,67,MYANMAR,14.0,0.0,36,No
30966,EPX,Travel Agency,Online,Cancellation Plan,21,VIETNAM,14.0,0.0,36,No
12063,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,THAILAND,24.0,0.0,36,No
16254,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,THAILAND,0.0,23.76,48,No
18339,C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,216.0,54.0,31,No
6914,RAB,Airlines,Online,Value Plan,13,BRUNEI DARUSSALAM,15.0,6.0,40,No
24786,EPX,Travel Agency,Online,Cancellation Plan,74,JAPAN,10.0,0.0,43,No
2090,RAB,Airlines,Online,Value Plan,9,BRUNEI DARUSSALAM,15.0,6.0,23,No
4658,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,34,IRELAND,29.7,17.82,55,No
30079,C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,23.4,5.85,35,No
16572,KML,Travel Agency,Online,Value Plan,23,INDONESIA,28.0,10.64,48,No
23068,EPX,Travel Agency,Online,Cancellation Plan,67,INDIA,18.0,0.0,55,No
39024,SSI,Airlines,Online,Ticket Protector,0,SINGAPORE,5.8,1.63,48,No
6629,SSI,Airlines,Online,Ticket Protector,213,SINGAPORE,4.88,1.37,48,No
24053,EPX,Travel Agency,Online,Cancellation Plan,8,SINGAPORE,20.0,0.0,39,No
7262,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,THAILAND,19.8,11.88,36,No
28835,ADM,Travel Agency,Online,Value Plan,38,NETHERLANDS,146.0,55.48,22,No
1315,EPX,Travel Agency,Online,Cancellation Plan,3,SINGAPORE,10.0,0.0,36,No
5660,EPX,Travel Agency,Online,2 way Comprehensive Plan,119,INDONESIA,20.0,0.0,26,No
28746,TST,Travel Agency,Offline,Travel Cruise Protect,17,MALAYSIA,30.0,10.5,42,No
10192,EPX,Travel Agency,Online,Cancellation Plan,163,INDONESIA,10.0,0.0,36,No
20160,JZI,Airlines,Online,Basic Plan,46,THAILAND,58.0,20.3,50,No
832,SSI,Airlines,Online,Ticket Protector,11,SINGAPORE,0.88,0.25,48,No
14531,C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,23.4,5.85,69,Yes
14409,C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,26.5,6.63,22,No
28461,C2B,Airlines,Online,Bronze Plan,37,SINGAPORE,13.5,3.38,22,No
17103,EPX,Travel Agency,Online,Cancellation Plan,7,MALAYSIA,20.0,0.0,36,No
22806,C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,20.25,5.06,37,No
4486,SSI,Airlines,Online,Ticket Protector,63,SINGAPORE,11.24,3.15,48,No
5842,EPX,Travel Agency,Online,Cancellation Plan,87,SINGAPORE,30.0,0.0,36,No
13645,JZI,Airlines,Online,Basic Plan,19,INDONESIA,18.0,6.3,35,No
402,EPX,Travel Agency,Online,2 way Comprehensive Plan,46,HONG KONG,20.0,0.0,35,No
8606,EPX,Travel Agency,Online,Cancellation Plan,14,VIETNAM,11.0,0.0,36,No
19795,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,THAILAND,20.0,0.0,50,No
8774,JZI,Airlines,Online,Value Plan,10,SOUTH KOREA,45.0,15.75,43,No
37414,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59,THAILAND,69.3,41.58,31,No
9911,EPX,Travel Agency,Online,Cancellation Plan,81,SINGAPORE,12.0,0.0,36,No
25245,JZI,Airlines,Online,Basic Plan,9,MYANMAR,22.0,7.7,51,No
36822,JZI,Airlines,Online,Basic Plan,10,THAILAND,30.0,10.5,36,No
17269,ART,Airlines,Online,24 Protect,46,MALAYSIA,25.59,8.96,48,No
35083,JZI,Airlines,Online,Basic Plan,1,MALAYSIA,18.0,6.3,38,No
18319,JZI,Airlines,Online,Basic Plan,26,THAILAND,22.0,7.7,32,No
22253,EPX,Travel Agency,Online,Cancellation Plan,11,INDONESIA,10.0,0.0,32,No
23279,EPX,Travel Agency,Online,Cancellation Plan,104,SINGAPORE,128.0,0.0,36,No
5603,JZI,Airlines,Online,Basic Plan,41,PHILIPPINES,42.0,14.7,49,No
29921,C2B,Airlines,Online,Gold Plan,22,SINGAPORE,49.0,12.25,27,No
13049,C2B,Airlines,Online,Annual Silver Plan,370,SINGAPORE,187.85,46.96,56,No
28703,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,HONG KONG,27.0,0.0,36,No
18549,EPX,Travel Agency,Online,Cancellation Plan,40,JAPAN,41.0,0.0,36,No
22414,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,AUSTRALIA,112.0,0.0,36,No
4185,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,PAKISTAN,108.0,0.0,36,No
19651,EPX,Travel Agency,Online,Cancellation Plan,149,JAPAN,11.0,0.0,36,No
23395,JZI,Airlines,Online,Basic Plan,30,MALAYSIA,18.0,6.3,49,No
4634,JZI,Airlines,Online,Basic Plan,15,CHINA,26.0,9.1,67,No
2869,JZI,Airlines,Online,Basic Plan,32,INDIA,35.0,12.25,33,No
34962,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,THAILAND,29.7,17.82,50,No
38632,C2B,Airlines,Online,Silver Plan,45,SINGAPORE,95.0,23.75,28,No
36632,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,PHILIPPINES,37.0,0.0,36,No
5761,C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,34.5,8.63,31,No
6806,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,55,SOUTH KOREA,29.7,17.82,57,No
34737,EPX,Travel Agency,Online,Cancellation Plan,54,PHILIPPINES,19.0,0.0,36,No
658,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,MALAYSIA,20.0,0.0,48,No
19539,RAB,Airlines,Online,Value Plan,49,BRUNEI DARUSSALAM,15.0,6.0,28,No
29948,EPX,Travel Agency,Online,Cancellation Plan,34,JAPAN,40.0,0.0,36,No
35721,C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,302.4,75.6,36,Yes
12720,EPX,Travel Agency,Online,Cancellation Plan,31,SINGAPORE,10.0,0.0,59,No
20952,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,22,FINLAND,69.3,41.58,31,No
35578,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,JAPAN,53.0,0.0,36,No
7444,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,SINGAPORE,48.0,0.0,36,No
18454,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,CHINA,46.0,0.0,36,No
34210,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,35,AUSTRALIA,69.3,41.58,27,No
19501,EPX,Travel Agency,Online,Cancellation Plan,5,MALAYSIA,26.0,0.0,36,No
38545,RAB,Airlines,Online,Value Plan,19,BRUNEI DARUSSALAM,15.0,6.0,58,No
12815,EPX,Travel Agency,Online,Cancellation Plan,12,UNITED KINGDOM,67.0,0.0,36,No
10686,JZI,Airlines,Online,Value Plan,121,CHINA,83.0,29.05,28,No
17241,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,56,AUSTRALIA,39.6,23.76,46,No
30610,C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,20.0,5.0,25,No
36457,EPX,Travel Agency,Online,2 way Comprehensive Plan,70,INDONESIA,22.0,0.0,36,No
24056,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,94,UNITED STATES,0.0,53.46,62,No
32154,EPX,Travel Agency,Online,Cancellation Plan,86,SOUTH KOREA,128.0,0.0,34,No
25994,JZI,Airlines,Online,Basic Plan,43,MALAYSIA,18.0,6.3,67,No
52,EPX,Travel Agency,Online,Cancellation Plan,25,POLAND,34.0,0.0,36,No
25200,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,158,SOUTH KOREA,39.6,23.76,64,No
24023,EPX,Travel Agency,Online,Cancellation Plan,19,SRI LANKA,20.0,0.0,36,No
16954,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,JAPAN,48.0,0.0,36,No
3662,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,33.0,0.0,57,No
23037,EPX,Travel Agency,Online,1 way Comprehensive Plan,7,CHINA,28.0,0.0,36,No
